Text,True_Sentiment,Logistic_Regression_Guess,VADER_Guess
"I actually bought these at a local natural/health food market. They were insanely expensive and I wish I would have tried amazon first! Still, I LOVE these cookies, I got the EXTREME chocolate mini cookies and they're delicious! Even my kids like them and they can be fairly picky. They're loving getting to try all of my ""new gluten-free things!"", and I may be moving them gluten-free as well.<br /><br />These cookies have a wonderful flavor, texture, and crunch. I find myself happy with just 2-4 of them, instead of just wanting to devour the entire package considering the small size of the cookies. Size wise they remind me of the chocolate chip cookies you can get in that mixed pack of grandma cookies? I think that's what they are, they have the frosted animal cookies, and those chocolate chip ones. Anyway, they're smaller cookies, good flavor, good crunch, gluten-free and great price here at amazon. What more can you really ask for anymore? ;)",Positive,Positive,Positive
"Please ignore the 1 star review.  That's an Amazon mistake and this terrific dog food doesn't deserve a one star because of an Amazon tagging error.  Weruva is one of the only genuinely human grade dog food products available.  My three pugs had totally gone off their food for days until I tried this brand .... I was going to buy Merrick (which they don't like very much) and found this instead.  It is spectacular.  Doesn't even smell like dogfood.  And, Amazon's price is very reasonable compared to my local retailer.  THIS IS A GREAT DOGFOOD PRODUCT and really worth trying out if you are an animal lover.  BTW - I now give it to my cats too and they are the fussiest eaters in the world -- they love it too.",Positive,Positive,Positive
"I ordered FOUR cases of these juicy juices.  When I opened the packaging, I was horrified to find that many of them had burst open and spilled the juice everywhere.  Now I only have 119 apple juice boxes instead of 128. I'll never have enough to bathe in a kiddie pool with.  Plus it looks like I peed all over my floor. My life is ruined, and I'm probably going to start drinking again because of this.  It's the end of the world.<br /><br />P.S batman sucks",Neutral,Negative,Negative
"This item is PERFECT for making many things, not to mention reasonably priced.  I love making my own vanilla and kahlua to give as presents...and, of course, to use myself:)  These beans appear fresh and ideal for what I need.  Can't do without them!",Positive,Positive,Positive
"I didnt buy it from amazon I found it in Borders Book stores, seriously they had a whole Harry potter section just like Barnes and Nobles. I digress, I dont know what the heck possessed me to taste the vomit flavor one but blech...it was so gross, although there were some good ones too. Grass taste just like grass lol, I was too chicken to taste any other flavors after getting vomit and the earwax..it was gross...gross but still pretty fun",Positive,Positive,Positive
"Wow, this isn't a bad deal.  This gum is like chewing a giant candy cane.  The flavor comes on strong for about a 30 minute period.  It's quite refreshing and pretty good.  Additionally, I like the way the gum is packaged.  So, you can put a few in a pants' pocket and not have to worry about them causing a mess.  Good Show!<br /><br />You get a lot of gum in this package and in the boxes.  I gave the gum to my kids:  like most good parents I dislike the sugary stuff that wrecks their teeth and gives them empty calories.<br /><br />So, for chewing gum this is a good product.  It's clean and healthy.  Enjoy.",Positive,Positive,Positive
These things are great!! My boyfriend and I are both living low-carb lifestyles and it's fabulous to have something that tastes so good back on the menu!,Positive,Positive,Positive
"I've been a subscribe and save purchaser of this Nerds item for almost a year and this last batch is just awful, sour and bitter. Not sure if it is spoiled/old or what, but I'm probably going to end up tossing out most of it. Too bad, but I guess better in the long run not to munch on candy daily, anyways!",Neutral,Negative,Negative
the most flavorless dark chocolate I have ever tasted. flat taste melts crumbly in your mouth.I prefer a rich powerful chocolate with a smooth texture.,Negative,Positive,Positive
"When I found out Rockstar Juiced recently changed its formula to 10% juice, I was heartbroken. I instantly fell in love with the drink when it first came out. Its 70% juice formula was to die for. When they changed it to 50% juice, I was a little disappointed since the drink seemed a little unhealthier. However, since the difference in taste was minuscule and since 50% juice is better than no juice, I let it slide. The new Rockstar Juiced is disgusting. It is packed with more sugar and calories compared to the old version and the difference in taste is very noticeable. The after feeling I got from drinking the new one was very uneasy and unsatisfying. I was an avid drinker of Rockstar Juiced. I drank at least one per day, sometimes two. I will now have to revert back to coffee & redbull. At least I am not completely heartbroken since some of my local grocery stores still carry the 50% version. But once they are completely out, goodbye Rockstar Juiced. I will miss you.",Negative,Positive,Negative
"5-Hour Energy is probably one of the best energy drinks out there, and the effectiveness is simply amazing. I'm an vegetarian high school student taking 4 AP courses. Sometimes, I get so loaded with work that I have to go to bed at two or three in the morning and still wake up at seven. Before I used 5-Hour Energy, I'd sometimes doze off or fall asleep in my classes. However, after I used 5-Hour Energy, my life changed. Now, with only 1 ounce of 5-Hour Energy, I can power through the school day and swim practice easily without feeling tired at all. My grades rose significantly, and I can actually pay attention in class. Just yesterday, I managed to power through the day with only 2 hours of sleep and 1 ounce of 5-Hour Energy. The extra energy that the product gives you is definitely worth the money. The product is simply amazing.",Positive,Positive,Positive
this cider tastes & smells pretty good but not the best I've ever had. its very sweet brewed on 8oz but still pretty good when brewed on 10oz is less sweet and a little watery but still tastes ok I like it. its hard to rate this because everyone has different tastes so its ether you like it or you don't. in the meantime I will be buying this again unless I find a better kind.,Positive,Neutral,Positive
This creamer is very heavy on the cinnamon flavor and light on vanilla. I was very disappointed and now am stuck with 4 boxes of it.,Negative,Negative,Negative
"This tea has a delicious flavor, fresh and light. I love it, and this is a great price. For regular tea drinkers it is a great deal on Amazon's auto-order feature.",Positive,Positive,Positive
"Patak's has been a favorite of mine for years. This particular relish; 'Hot Mango' is very good! Not only does it have just the right amount of spice but the body of the relish has plenty of flavor that does not get overridden by the 'Hotness' of it. It goes very well with couscous, baked into a casserole, or as a side to curry.",Positive,Positive,Positive
"This is a decent product, but I have a lot of texture issues.  The flavor is light and buttery, but not as sweet as I expected.  The sweetness was almost imperceptible.<br /><br />The previous reviews concerning manna were true in that the product does separate.  Re-mixing for was not a problem.<br /><br />The texture issues are that when eating it raw the initially it is smooth and creamy, but soon becomes thick and grainy.  The graininess makes it difficult for me to eat it off a spoon.<br /><br />I have tried mixing it in vegetables and curries and you can still get hints of the graininess.  The product also will solidify after it cools despite using it in cooked a dish.",Neutral,Positive,Positive
"I trust Alvita's brand because all of the teas I have tried from them are pure and excellent quality. The Raspberry leaf is no exception. The taste is mild and it works like a charm to ease menstrual cramps. A must have during your moon cycle. Good value for the price.<br /><br />Also check out <a href=""http://www.amazon.com/gp/product/B0009F3QLQ"">Yogi Woman's Moon Cycle, Herbal Tea Supplement, 16-Count Tea Bags (Pack of 6)</a>",Positive,Positive,Positive
"My sister gave these to me as a present because she was aware of my fondness for caramel. They are by far the best caramels I have ever tasted-- very soft, smooth, rich in flavor, with a hint of crunchy sea salt in every bite. One, or even half of one caramel is plenty for a dessert, so the bag lasted me for a good while.",Positive,Positive,Positive
"I've tried some options on amazon.com such as Jack Link's Turkey Jerky and Turkey Nuggets, Snackmasters Range Brown Turkey Jerky, Golden Valley Natural Turkey Jerky, among others from various retail outlets. Totally, I have had ~7 different brands of turkey jerky and ~8 of the beef variety .  Among turkey, Oberto is my favorite by far.<br /><br />Given that jerky is made by a dehydration process, dryness is inherent to jerky as a food.  Also, turkey is a dryer meat than beef (the most common jerky) and I've found turkey jerky to be, on average, dryer than beef jerky.  I prefer my jerky relatively moist.<br /><br />Oberto Turkey Jerky is by far the most moist jerky I've had (aside from the Oberto Pork brand). The package usually has very large strips that hold their water content for greater lengths of time.  The other brands I've tried are broken into small pieces and are very chewy & dry in comparison.  Another key aspect is the flavoring.  This product is well-flavored whereas other products often taste like proteinated cardboard.  For a teriyaki flavor, Oberto doesn't overdo on salt either and the entire product is natural and less processed.<br /><br />Overview:<br />Pros- Moist, Tastey, Natural & Minimally Processed<br />Cons- Oberto Turkey only comes in Teriyaki<br /><br />Bottom Line: If you want Turkey Jerky and don't mind teriyaki, this is probably the best, easily obtainable product out there.",Positive,Positive,Positive
"I found this at our local TJ Maxx - there was this bar and a box of others that were individually wrapped for gift-giving.  I bought this bar to try it and see if I liked it.  I read the wrapper's description about marzipan and pistachio - and I was intrigued.  I have tried marzipan once before and wasn't all that impressed, but this combination is SPECTACULAR!! I was only going to have one, but one piece turned into two, two turned into three and I had to stop myself there before I devoured the entire package.  I wish they made this with dark chocolate, but the milk chocolate will suffice.  Will purchase again if given the chance - but these won't last long at TJ Maxx!",Positive,Positive,Positive
Great tasting coffee. handy serving sizes are perfect for any occasion. this seller ships fast!!,Positive,Positive,Positive
"I believe I've tried just about every bar in existence. I found this bar at my local REI and while expensive I figured I'd give it a try. from the first bite to the last this was the best tasting high protein bar I have ever had. Please note that I said best of high protein bars, I've had plenty of other fantastic bars, especially whole/organic food bars.. i.e. Probar, Think, Potent, etc... This bar is not a delivry of carb's, sugar, fat etc.. it's focus is protein and it does a very good job at it.<br /><br />I highly recommend this bar if you object to the poor sawdust taste of most protein bars (Cliff Builder, Myoplex, Think, Powerbar, etc...) I also find that most protein bars start off OK, then then when the tastebuds start to find the underlying protein and lack of sweetness it becomes teidious to finish... not the Stinger! I actually feel it gets better with taste and the coconut flavors are very subtle and build toward the finish of the bar.<br /><br />Melt factor is better then expected, far superior to Myoplex.<br /><br />It pack almost 400 calories via 20g of protein.",Positive,Positive,Positive
I love Pop Chip barbeque chips! They are have a perfect blend and are perfect as a side dish like barbeque beef or pork or just with a good steak!,Positive,Positive,Positive
I bought this for my 73 year old dad he had seen it on a commercial and thought it looked like good stuff..he is very pleased with it,Positive,Positive,Positive
"Yep, that's right, 5 stars!  This contents of this little box packs a nutritional punch with 24 grams of protein and 12 grams of fiber, you know you're being good to yourself! That's 3 stars, add a star for flavor and another for convenience and value and there you have 5 stars!  Anyway,  whoever suggested that one combine the edamame and the fruit nut mix is definitely on to something because the edamame is pretty dry and bland so, the mix flavors it up a bit and make it much for palatable.  The hummus is pretty good and I really appreciated the lightness and flavor of the crackers.  The dark chocolate also has good flavor and is a prefect way to top off this meal.  This is perfect for me to tuck in my purse and bring it for lunch when I'm working or on outings with my family (although I think my 5 year old will prefer the peanut butter one:)). So with the $1.00 off coupon, the s and s savings and the other 10%  discount I paid less that $2.50 for each meal, what a great value!",Positive,Positive,Positive
"This is the perfect mid-afternoon snack. Slightly sweet, but mostly nuts and fruit. I'm getting coworkers hooked on KIND bars. Delicious!!",Positive,Positive,Positive
I bought 3 bags of this tea and found each to be just as bad as the last.  This tea has a very weak/poor flavour.  I tried to brew it very stong but it still ends up tasting bad.,Negative,Negative,Negative
"A banana or an apple, some yogurt and one of these bars...it's a filling, quick meal for super hectic days. Healthy and won't break the bank. Highly recommend these bars.",Positive,Positive,Positive
"Love this product in the morning.  It gives me great energy for the day. Grape is the best flavor, but I also like Berry.  Only problem is that it still contains small dose of sucralose.",Positive,Positive,Positive
"<a href=""http://www.amazon.com/gp/product/B001IZHZJA"">Nestle Milk Chocolate Candy, 1.45-Ounce Bars (Pack of 48)</a>This product is very hard to find in stores. Amazon has it and the candy is Very tasty and well worth the price. Highly recommend to all Milk Chocolate lovers. Although most milk chocolate lovers already know.",Positive,Positive,Positive
"I thought that (1)package of cocoa was enough to receive a good chocolate taste, and the marshmallows gave an additional sweetness, for a nice cup of hot cocoa.",Positive,Positive,Positive
"I don't like messy counters or appliances take up all my counter space.  The Kuerig does a good job of consuming space, and most of the storage for K cups appear to do the same.  I was originally going to make wall mountable shelf to store some, but the Coffee Keeper seems to better fit my need.<br /><br />It has double sided tape preapplied for a quick and easy installation (also some alcholol swabs to prepare the surface before applying).  Directions were simple and clear.  It also included optional screws (I thought about using them, but the tape is more than sufficient when given time to bond).<br /><br />It's a clever, useful, and evidently unique solution to K cup storage.<br /><br />There are two small cons I'd like to point out, which hopefully they correct in future versions.<br /><br />The one I received was a bit tight to pull down, obviously they should not be loose enough to drop on their own, but to pull down with a single finger would be nice.<br /><br />In fact a little pull tab in the front to grab on to would be very beneficial, rather than having to find and pull down on the edge/lip (which is hidden by your cabinet). I thought about deducting a star for this, but I've been told they will be adding it in the future and frankly it's still pretty darn convenient.",Positive,Positive,Positive
"This product was every bit a good as some of the ""best"" brands.  The chocolate was rich and smooth.  I made it in my ice cream maker and it was outstanding.. I also made it by following the instructions on the box and the results were just as good.. I would recommend this product!",Positive,Positive,Positive
"We have a semi-automatic espresso maker and this is what goes in it.  Amazing flavor, no bitter undertones at all, beats the local coffee houses' espresso (which was unexpected for pre-ground).  5 stars!",Positive,Positive,Positive
I got the product I wanted in a nice time plus free samples of similar products!  Thanks! Now if only my boyfriend didn't drink it all...,Positive,Positive,Positive
"This is a good buy for sure.  I'd recommend this for making ice tea, milk tea, or Arnold Palmer rather than having it straight as its citrus flavor is a bit on the stronger side in my opinion.  It is still a good buy.",Positive,Positive,Positive
"If you read ingredient labels, you would know this is basically cheap by-products, calcium CARBONATE (chalk) and a bunch of additives, colors and preservatives. NOT a healthy diet for anyone interested in good nutrition for their pet. BUT...our 18+ tiny rescue mutt isn't long for this world and has taken a liking to this doggie junk food above all else. It was either cave in and buy it, or she was going to starve. But don't get your healthy young pet hooked on this slickly marketed product, designed by Mars to use up the waste products that aren't good enough for human consumption. There are much better choices that will provide better nutrition at the good pet specialty stores!",Negative,Positive,Positive
"Be forewarned, these treats are VERY LARGE. One piece of lung is the size of my palm and almost an inch thick. I'm much more a fan of smaller treats, since my dog won't get full very quickly when I'm training him. If I gave my dog a piece of this, it's about half a meal! The picture here is deceiving. If you're fine with the large size, then rock on.",Neutral,Positive,Positive
"This KIND healthy grains vanilla blueberry clusters with flax seeds granola is really good. The blueberry is subtle enough that it doesn't overpower the flavor, and the sugar is sweet, but not overly sweet. Plus it is not high-fructose corn syrup or anything like that, it is just regular cane sugar juice and vanilla extract. In fact, all of the ingredients in this are just regular ol' stuff that you've most likely heard of. It's printed right on the front of the package: ""ingredients you can see & pronounce,"" and they mean it. Not only are the ingredients all just regular food, but you really can see all of them when you eat it. This stuff isn't coated in anything special to hide what it is, and it's not all ground up or anything into little pieces...it's all just right there and if you wanted to you could probably pick out all the different grains and stuff in it (gluten free oats, brown rice, buckwheat, amaranth, millet, quinoa, flax seeds). All this results in a granola/cereal that you can feel good about eating because there isn't anything weird in it; it's all natural ingredients and you can see what it is you're eating. There are supposed to be 11 servings within each package (each serving is 1/3 cup). I probably had between two and three servings when I'd be eating this for breakfast and it was plenty. It is pretty filling and I'm a big guy. Recommended if you are a fan of eating granola or clusters for breakfast or snacks!",Positive,Positive,Positive
I can no longer buy this in my area so was thrilled to find it on Amazon.  It is one of my favorite breath mints which I keep in various places around my home as well as in both of my cars.,Positive,Positive,Positive
My buddy bear is in love with these little snacks.  He gets all excited every time he sees me going for the bag!!  He loves em!,Positive,Positive,Positive
"A great product at a great price.  These little slim jim snacks taste much better than the full version sold in convenience stores.  Not sure why, but they do.  Others have written the same thing.  Very convenient box and easy to store.  Makes a great adder for school lunches and etc, or just a quick snack on the run.",Positive,Positive,Positive
"I thought that this popcorn would taste like a diet food but I soon realized that they were extremely sweet and you won't stop at just one pack (I didn't) besides them being really sweet I really enjoyed this popcorn and I will have to try the other flavors soon.<br /><br />The popcorn doesn't travel well because the chocolate melts  easily, so you have to keep them in a cool area in order for you to enjoy them without the mess. The packaging is smart and idea for a quick snack if you don't want to over indulge(like I did). I think that this is a convient snack without so much guilt.<br /><br />I think that this is a little more healthier than Poppycock or Crunch-N-Munch but I think that the reason it is healthier has to do with the small package that the popcorn comes in and not the actual popcorn itself. I think that it's an overall great snack and I would recommend this for just a little pick me up for dieters who need a reward but want to stay on track.",Positive,Positive,Positive
Good product.  Another ready made solution for getting those difficult dogs to pill medicated.,Positive,Positive,Positive
We really enjoyed this product -- containes no sugar (contains dates and such) and it's healthy while giving you the chocolate fix you need!,Positive,Positive,Positive
"I tried literally everything, from high end to low end, before settling on Newman's Own.  The reason?  All of my 5 cats enjoy the flavor (organic turkey) and come running when it is time to eat.  I feed them Newman's Own organic dry cat food as well, so their diet is about half and half.  I have one cat that suffers from IBS. She has to take prednisone daily, so I'm hoping the change in food will improve her condition.  Though Newman's products are expensive, I believe the organic ingredients will make a big difference in my cats' overall health, which in turn will mean fewer trips to the vet and more money in my pocket.  Besides that, I love the fact that there is strict quality control and oversight in everything that goes into a can or a bag, and all the proceeds from the sale of Newman's Own pet food are donated back to animal shelters and the SPCA.  No profit to me means that this company really does have the cats' welfare at heart.",Positive,Positive,Positive
THESE ARE GREAT. MY KIDS LOVE THEM AND THEY HAVE A GREAT TIME LOOKING AT THE ANIMALS. PLUS THEY ARE A MUCH HEALTHIER ALTERNATIVE TO OTHER COOKIES! BUYING FROM AMAZON IS 1.00 CHEAPER THAN THE GROCERY STORE. I EVEN LIKE THEM. THE BAG DOESN'T STAY AROUND FOR TOO LONG THOUGH.,Positive,Positive,Positive
"I put a pinch of this in the scratching mat and my kitten, who previously wouldn't use the mat, scratched her paws on it. That's not all, she also rubbed her cheeks against the mat. I am delighted to see that the product works and I would say it is worth every penny.",Positive,Positive,Positive
"Just got it in yesterday and tried it out on some pretzels. I am very impressed. After reading reviews, I knew to use my hand to mash it up before opening, to stir the ingredients. Super creamy and easy to use on the go. I brought some packets to work this morning to spread on an apple. Excited for my afternoon snack today :) So convenient too!",Positive,Positive,Positive
"At first my cats enjoyed this flavor, but after a few cans they slowed down and started to eat less of it or reject it completely. The times they did nibble at the food, large fish bones and spinal columns were left at the bottom of their bowls. I think my cats simply don't like the flavor because they don't like having to pick all the bones out.",Negative,Positive,Negative
"After loosing well over 50 lbs on Weight Watchers, and being a cookie lover, I found that snackwells offer a good choice for a cookie craving.  I like to buy them in bulk, and prepackaged so there is no question as to how many I have eaten.  Amazon makes it very easy to buy in bulk, as my grocery store no longer sells them in bulk.",Positive,Positive,Positive
I really like this cereal.  It is great that it stays crunchy and has a nice sweet flavor to it.  It does give you some energy and what can I say the fiber does its job.,Positive,Positive,Positive
"I bought this for my fiance for Valentine's day, and he actually got me the same thing at the store. The ones I ordered taste so much better! Super fresh! Absolutely addicting.",Positive,Positive,Positive
"I am a tea drinker- never coffee. I am always looking for new teas to try and prefer black teas. I drink this Rize tea black and without milk or sugar. It is ground very fine and brews up quickly. It does not however get bitter, as many fine ground teas do.<br />It has a great aroma, full, almost smokey, flavor and a decent caffeine kick. My lady, who is a dedicated (to say the least) coffee drinker, loves the smell and flavor of this Rize tea enough that she bought herself a bag from Amazon.<br />This is a good tea, quite different from the Indian, Chinese, Ceylon etc. I usually get. It has become a regular in my tea ""rotation"".",Positive,Positive,Positive
"My dog loves them and they absolutely help with his hips and joints. He is an 8 year old Lhasa Apso that did have some joint problems, but since I've started using the Happy Hips those have gone away. I just hope no one ever tells him that they are good for him.",Positive,Positive,Positive
"When my female cat came down w/pancreatitis a few years ago (to the tune of $1000), I started researching what her diet should include.  My vet wanted her on canned food that was low in carbs, but Gracie didn't care for it the prescription brand I was buying at the vet.  Also, I noticed on the can that corn was an ingredient.  I asked her about this, considering corn is a sugary veggie and she also wanted Gracie to lose about 3-4 lbs.  She told me that the main idea was to have her eat a canned food that was 8% or less in carbohydrates IN A DRY STATE.  That means, they take the food, dry it out and get the true percentages of carbs, etc.<br />When I did some research on the web about pancreatitus in cats, I found that GRAIN in cat food can bring on and/or aggravate the condition. I read many articles that explained that cats DON'T NEED grain in their diet.  Pet food manufacturers put it in there because it sounds good to us, the pet owners, when we read that the food contains brown rice, etc.  But what's good for us, as we all know, isn't always good for them.<br /><br />I looked at many companies that made Grain-Free food and was very impressed w/Wellness.  They have many varieties that are grain-free.  When I called them to get the percentage of carbs in a dry matter basis, they were prepared and quick to answer w/out having to transfer me 10 times.<br />The food is not inexpensive, but my cat REALLY likes it.  This bout w/pancreatitis occured about 4 years ago. She has been on Wellness ever since and is in excellent health. She is now 14 yrs old.<br /><br />I highly endorse this product.  If I get another cat someday, I will feed her grain-free food from kittenhood.<br />BTW, they also make grain-free dry food, but I haven't tried it.<br /><br />Good luck!<br />Allie",Positive,Positive,Positive
"My dog really loves these bull sticks!  The smell is not so bad when opening for the first time, and definitely goes away completely after a few days.<br />I recommend this product to other potential buyers.",Positive,Negative,Positive
I tried this tea today and it was the first one I've tried that made ALL my stress go away. It has a great taste!,Positive,Positive,Positive
"I've been very happy with the majority of the Earth's Best products, but the peas are TERRIBLE.  I am amazed that this received any positive reviews.  I have never seen my 1-year old son refuse a food as violently as he did these peas.  He immediately spat out the first spoonful of these peas and looked at me indignantly, as if to say, ""What kind of garbage are you feeding me?""  He then went on to turn his head to one side, refused to eat for the rest of the meal, and start struggling to get out of the high chair.  Since he's generally a good eater with a healthy appetite (and he wasn't sick), I was puzzled by this response and tried the peas myself.  I nearly gagged, and tipped over MY chair in my haste to expunge these peas.  My son just watched me spit out these peas and grinned, as if to say, ""See - I told you they were BAD!""<br /><br />If you do decide to go ahead and buy these peas, try them yourself first before subjecting a poor innocent child to them!  I will NEVER give my child this product again.",Negative,Positive,Positive
"I used to not like Coconut water.  When I was in Thailand in 2005 I had a fresh one sliced open and could barely put it down.  Years later, by forcing myself to love it, I now am addicted.  You can learn to love this stuff.  And with its many muscle revitalizing and cholesterol healing properties, you can too.  Coconut water reportedly has a unique long-form cholesterol that helps regulate bad cholesterol, among other healing properties.  Not a low calorie food, are you kidding?  This is nothing compared to juice, tea, soda, etc..  The only natural drinks that have it beat on calories are black coffee and tea. This product is not from concentrate and tastes delicious.  If I could afford it, I would only need this one drink for life and I'd be happy.",Positive,Positive,Positive
"These are the best potato chips I've ever tasted.  It's easy to go through half of a bag without stopping.  The texture/crunchiness is just perfect, as is the salt and vinegar combination.  I don't know how they taste so much better than all of the other chips I've ever had, but they do.  And, judging from the nutrition facts, they seem to be healthier, too.  They're somewhat fibrous and have a good bit of potassium and vitamin c, which could be because they don't skin the potatoes and the chips are a bit thicker than normal.<br /><br />And if you like these, all of the Kettle chips are great.",Positive,Positive,Positive
"Bring back some of the spice and sunshine of the Caribbean, its possible with Baron West Indian Hot Sauce. Add a touch of the tropics to every meal.",Positive,Positive,Positive
"I recently ordered this product and can say that I am extremely pleased with the results. The taste is good, albeit strong; I recommend taking it with a generous portion of water. The creatine in it makes it easy to get your daily requirement and perhaps the most note-able ingredient in this is the endo-thermogens. I noticed that the rate at which I sweated had increased significantly and I was very hungry after my workout (I'm pretty sure that that is a good thing). As for the energy, I am sure that a caffeine product would give me more energy, but I would rather not become dependent upon stimulants such as that. With that in mind, I can say that I have more energy when working out to do more reps. I have seen significant strength gains in the three weeks I have spent using this product; my squat has gone up more than 50 pounds, deadlift about 20, bench about 10, and Preacher Curls an amazing 20 pounds!! Finally, I have noticed better pumps since starting it. Overall, I can say that I would definitely buy this product another time, and for the price you get quite a good amount of it. My only complaint is that on the second day during which I used it, I experienced some minor digestive problems; although it caused me little discomfort.",Positive,Positive,Positive
"I've ordered this variety pack from Green Mountain several times. I prefer strong coffee, and I've never been disappointed with the flavoring of this pack. They do have a ""fresh by"" date on the box, so maybe the other reviewer's experience could have been skewed by a less-than-fresh box (in which I'm sure Amazon would exchange for a new one). Enjoy!",Positive,Negative,Positive
"This is on every table in Belize. It's a staple, really. I'm completely addicted and now can't imagine life w/o it. It's truly the BEST hotsauce Ive ever tasted",Positive,Positive,Positive
"I love this stuff. My DOG loves this stuff. I don't use it as a food but as a training aid. They are strong-smelling enough to be effective, I take the entire roll and cut the whole thing up into little cubes (about 1CM). I put a handfuls into seperate baggies, saving one to train immediately then freeze the rest. As soon as one baggie is empty, I move another bag from the freezer to the fridge to defrost. My dog is now trained but still gets these as a treat. Now we have a puppy and he is motivated to learn quickly with these!",Positive,Positive,Positive
"I am trying this tea for the first time. I tried the original Chai Indian spice tea yesterday and fell in love with Chai tea! I cannot taste any difference between this tea and the original Indian Spice tea. I just had a cup of each back-to-back to be sure and they taste exactly the same! I know the original has vanilla in it but no honey. I do not add any sugar or anything else to my tea and I cannot taste the honey. This tea is excellent for sure and you cannot go wrong with any of the Celestial Seasonings Chai teas, but if you are looking for a different flavor then the original try the Chocolate Enhanced tea- very good and so sweet and slightly milder then this one in terms of Indian spices and black pepper flavors. Still a wonderful tea with the health benefits of White tea and Black tea!",Positive,Positive,Positive
"Kellogg's Special K Cereal, Protein Plus, was the perfect cereal before they made some ingredient changes.  They state now on the box ""Now tastes even better!""  WRONG!!!  It was perfect before with less sugar in the ingredients.  This product has lost its distinctive flavor and healthy ingredients by adding 7 grams of sugar to it.  I want the ""old"" better version please.  So disappointed in this new box of cereal.  As soon as I can find a good protein cereal that tastes more NATURAL, I WILL CHANGE.",Neutral,Positive,Positive
"I cannot find this product in Maine (in my area) and when I discovered that I could get it at Amazon with Free Super Saver Shipping, I pounced on the deal! Great prices on quality food and now both I and my family of cats are very well pleased! I searched for grain free due to my diabetic cat's dietary needs but he turned his nose up at any other brand I brought home.<br /><br />My cats prefer the Fish Flavors in Gravy, and rarely do they leave any on the plate like they used to with Fancy Feast. I'm sure the other flavors are great too but my cats just don't like them.",Positive,Positive,Positive
I love these apple chips and eat them every day.  They make a great low calorie snack. I have bought them at Costco when they have them in stock but the Amazon subscription is so easy and about the same price. They arrive automatically every month.  It's a very convenient service.,Positive,Positive,Positive
"Okay, General Tso's isnt exactly gourmet, and I know that its probably the #1 dish ordered at chinese take out places by americans who think its the epitomy of chinese cuisine. I will only eat it if its on some buffet and it looks fresh, a coworker of mine that will remain nameless always calls it ""Admiral Chos"" and we laugh at her everytime. ANYWAY, I was making stir fry over rice and needed a new taste and decided to try this bottle of Iron Chef, I mean how could Morimoto steer me wrong? It was actually a good blend of spicy and sweet, it blended well with the chicken and cabbage and onions. I did not make the traditional fried Tso's because lets face it, fried things are bad for you. I cant wait to try the other ""flavors"" of Iron Chef sauces!!",Positive,Positive,Positive
"Hi, this is good food ! I received the ""red pepper"" papad instead of the black pepper. The ""red pepper"" has a very smooth texture to the papad (as does the garlic) which is not my preference. The ""pack of 20"" was wherehoused for a while and the packaging is not as aesthetically nice as you may find in your local ethnic market. I live in a rural area and Amazon helps me enjoy the food I have come to love !",Positive,Positive,Positive
I ORDERED THE WRONG THING AND I CANNOT RETURN I WAS VERY UPSET I NEVER OPENED ANY OF THE BOXES,Negative,Negative,Negative
"I've had a few other instant fried noodles meals here and there but these, unlike others, really taste like real fried noodles!  Very stout flavor, perfectly done noodles, perfect spicing, and a really good lunch!  Add a diced hamburger patty and a dash or two of pepper sauce and serve it on warm tortilla chips and it's a real meal!  This one is GOOD!  Thank you Maruchan and thank you Amazon!",Positive,Positive,Positive
"I recently bought this at Costco, and really liked it.  It is a nutty grain, has a nice consistency, a chewy texture.  It cooks 3 cups water to one cup of grain.  You cook it somewhat like rice, but can drain off excess water.  I have not tried other brands, but this one seems inexpensive (3 lbs for 16 dollars as opposed to 1.1 for 8 dollars on Amazon) compared to other brands.<br /><br />I enjoy cooking it and putting uncooked vegetables on top with various sauces, as well as using it as a side dish.  You can use it as a rice substitute, and I have also used it in salads and have incorporated it into my wheat bread.",Positive,Positive,Positive
It's instant Oatmeal. Sweet and tasty for a quick out the door breakfast.<br />In the morning at work I just mix it with 1/2 cup water from the instahot tap in a disposable coffee cup and I'm good to go.,Positive,Positive,Positive
I really enjoy this coffee - I have used a variety of the K-cups and this is one of the best.,Positive,Positive,Positive
"This is my new favorite herbal tea. It has awesome flavor. By adding a couple drops of stevia sweetener, this makes a great ""treat"" to sooth my sweet-tooth without negatively impacting a diet.",Positive,Positive,Positive
"MY SON IS A THIRD DEGREE MASTER IN KUK SOOL WAN; HE HAS RECOMMENDED THAT THE CARBOS IN THE RICE MILK GREATLY ENHANCE THE EFFICIENCY OF THE  WHEY PRODUCT I USE. WOW, DOES IT EVER- BOOST THE TASTE AS WELL,  I CHOOSE VANILLA.<br /><br />AND, HAVING THE DRY ON HAND IS SO-0 CONVENIENT!",Positive,Positive,Positive
"I love sesame in general. It makes foods more satisfying. There are two brands of blue corn sesame chips I know of; this one and one by Kettle. I think I might prefer the Kettle brand a little over this one since they use sprouted corn. Somehow that improves the flavor a little. These are still a 5 star product though. Sadly, I just searched for the Kettle chips and found they have been discontinued, so not only are these a great choice for sesame blue goodness they are your only choice!<br /><br />Of course chips like these are pretty high in fat, so it is not a good idea to eat them too often. They are quite addictive as well. For a little addition to a lunchtime meal you will not be disappointed. I hope you like them as much as I do.<br /><br />-Dan",Positive,Positive,Positive
